Object Name,Event Display Name,Property Type,Property Group Names,Event Property Name,Property Description,Property Value Type,Property Schema Status,Property Required,Property Is Array,Property First Seen,Property Last Seen
CTA Clicked,,Event Property,,Title,,any,LIVE,False,False,2018-10-24,2025-06-07
CTA Clicked,,Event Property,,type,,string,LIVE,True,False,2019-04-13,2025-06-07
Customer Retention 101 Email Series,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
Customer Retention 101 Email Series,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Customer Retention 101 Email Series,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
customers: b2b,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: b2b,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: b2b,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: b2b,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: b2b,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: b2b,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: b2b,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
customers: consumer tech,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: consumer tech,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: consumer tech,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: consumer tech,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: consumer tech,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: consumer tech,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: consumer tech,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
customers: ecommerce,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: ecommerce,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: ecommerce,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: ecommerce,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: ecommerce,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: ecommerce,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: ecommerce,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
customers: filter: industry,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: filter: industry,,Event Property,,selection,"what the user selects in the filter. Set this property to ""none"" if no value is chosen from the dropdown",any,LIVE,False,False,2018-07-03,2021-03-17
customers: financial services,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: financial services,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: financial services,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: financial services,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: financial services,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: financial services,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: financial services,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
customers: main,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: main,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: main,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: main,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: main,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: main,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: main,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
customers: media,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: media,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: media,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: media,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
customers: media,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
customers: media,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
customers: media,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_group_id,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_group_name,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_id,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.actions.page_engagement,,number,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.actions.post_engagement,,number,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.clicks,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.conversions,,number,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.cost,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_metrics.impressions,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_name,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,ad_platform,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,campaign_id,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,campaign_name,,string,LIVE,False,False,2025-05-02,2025-06-07
Daily Ad Metrics,[Amplitude] Daily Ad Metrics,Event Property,,tracking_url_template,,string,LIVE,False,False,2025-05-02,2025-06-07
Demo list,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
Demo list,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
Demo list,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
Details Expanded,,Event Property,,destination,,string,LIVE,False,False,2021-05-20,2025-06-07
Details Expanded,,Event Property,,location,,string,LIVE,False,False,2018-06-29,2025-06-07
Details Expanded,,Event Property,,pageUrl,,string,LIVE,True,False,2021-05-20,2025-06-07
Details Expanded,,Event Property,,product,,any,LIVE,False,False,2021-12-14,2022-03-17
Details Expanded,,Event Property,,text,,string,LIVE,False,False,2020-11-12,2025-06-07
Details Expanded,,Event Property,,type,,string,LIVE,True,False,2019-04-13,2025-06-07
dummy_event,,Event Property,,prop1,,any,LIVE,False,False,,
dummy_event,,Event Property,,prop2,,any,LIVE,False,False,,
dummy_event,,Event Property,,prop3,,any,LIVE,False,False,,
emea lab hours,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea lab hours,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
EMEA-APAC-Customer-Success-June,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
EMEA-APAC-Customer-Success-June,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-apac-customer-webinar-ab-testing,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-apac-customer-webinar-ab-testing,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-apac-customer-webinar-behavioral-cohort,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-apac-customer-webinar-behavioral-cohort,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-apac-retention-july-9,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-apac-retention-july-9,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-apac-weekly-demo-recording,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-apac-weekly-demo-recording,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-dmexco-presentation,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-dmexco-presentation,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-growth-workshop-june-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-growth-workshop-june-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-growth-workshop-may-19-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-growth-workshop-may-19-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-northstar-workshop-spanish-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-northstar-workshop-spanish-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-product-summit-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-product-summit-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-school-of-po-north-star,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-school-of-po-north-star,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-2-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-2-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-3-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-3-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-4-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-4-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-5-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-5-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-6-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-6-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-7-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-7-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-8-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-8-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
emea-weekly-demo-9-recording-view,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
emea-weekly-demo-9-recording-view,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engage,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
engage,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engage,,Event Property,,source,,any,LIVE,False,False,2018-07-03,2025-05-14
engineering,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
engineering,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
engineering,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
engineering,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
engineering,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
engineering,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering,,Event Property,,source,from url parameter ?ref=,any,LIVE,False,False,2018-07-03,2025-05-14
engineering: click careers CTA,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering: click CTA,,Event Property,,category,the section of the CTA: pull in URL from the contentful List Link object,any,LIVE,False,False,2018-06-28,2024-02-13
engineering: click CTA,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering: click CTA,,Event Property,,url,CTA destination URL,any,LIVE,False,False,2018-07-05,2025-06-07
engineering: click link,,Event Property,,category,"the section the link is in: open source, blog posts, tech talks. (in contentful, the title of the 'Link List' block)",any,LIVE,False,False,2018-06-28,2024-02-13
engineering: click link,,Event Property,,link title,pull in title from the Contentful List Link object,any,LIVE,False,False,2018-06-29,2021-02-16
engineering: click link,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering: click link,,Event Property,,url,pull in URL from the contentful List Link object,any,LIVE,False,False,2018-07-05,2025-06-07
engineering: CTA clicked,,Event Property,,category,,any,LIVE,False,False,2018-06-28,2024-02-13
engineering: CTA clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering: CTA clicked,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
engineering: Link clicked,,Event Property,,category,,any,LIVE,False,False,2018-06-28,2024-02-13
engineering: Link clicked,,Event Property,,link title,,any,LIVE,False,False,2018-06-29,2021-02-16
engineering: Link clicked,,Event Property,,path,,string,LIVE,False,False,2018-06-29,2025-06-07
engineering: Link clicked,,Event Property,,url,,string,LIVE,True,False,2018-07-05,2025-06-07
event form fill,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
event form fill,,Event Property,,path,,any,LIVE,False,False,2018-06-29,2025-06-07
events,,Event Property,,[mutiny] audienceSegment,,any,LIVE,False,False,2018-08-07,2020-07-22
events,,Event Property,,[mutiny] experienceName,,any,LIVE,False,False,2018-08-07,2020-07-22
events,,Event Property,,[mutiny] impressionType,,any,LIVE,False,False,2018-08-07,2020-07-22
events,,Event Property,,[mutiny] personalized,,any,LIVE,False,False,2018-08-07,2020-07-22
events,,Event Property,,full path,,any,LIVE,False,False,2019-02-14,2024-10-05
